Cx Lat,Cx Long,Store Name,# of Deliveries
37.75042,-122.23329,Kitava (Temescal),1
37.7505,-122.12317,Kitava (Temescal),3
37.750653,-122.129623,Kitava (Temescal),10
37.751537,-122.133675,Kitava (Temescal),1
37.751852,-122.160595,Kitava (Temescal),9
37.753532,-122.24766,Kitava (Albany),1
37.753532,-122.24766,Kitava (Temescal),14
37.75425,-122.24801,Kitava (Temescal),1
37.7547,-122.23498,Kitava (Temescal),10
37.755526,-122.147801,Kitava (Temescal),3
37.75564,-122.243083,Kitava (Temescal),2
37.75568,-122.23593,Kitava (Temescal),2
37.756333,-122.158752,Kitava (Temescal),1
37.75635,-122.247604,Kitava (Temescal),1
37.756641,-122.236727,Kitava (Temescal),1
37.756683,-122.237331,Kitava (Temescal),5
37.757664,-122.24484,Kitava (Temescal),3
37.758133,-122.2299,Kitava (Temescal),1
37.7583157,-122.156034,Kitava (Temescal),3
37.758354,-122.149453,Kitava (Temescal),10
37.758467,-122.227859,Kitava (Temescal),2
37.758482,-122.237775,Kitava (Temescal),2
37.758488,-122.26052,Kitava (Temescal),1
37.758526,-122.261086,Kitava (Albany),1
37.758526,-122.261086,Kitava (Temescal),2
37.758754,-122.232989,Kitava (Temescal),1
37.758881,-122.244317,Kitava (Temescal),1
37.75894,-122.25849,Kitava (Temescal),1
37.758948,-122.15141,Kitava (Temescal),2
37.759004,-122.257429,Kitava (Temescal),1
37.759133,-122.156691,Kitava (Temescal),2
37.759154,-122.156702,Kitava (Temescal),1
37.759298,-122.190943,Kitava (Temescal),1
37.759333,-122.231583,Kitava (Temescal),1
37.759447,-122.239547,Kitava (Temescal),1
37.75952,-122.13634,Kitava (Temescal),9
37.75962,-122.244446,Kitava (Temescal),1
37.75978,-122.145093,Kitava (Temescal),2
37.759888,-122.247696,Kitava (Temescal),2
37.760599,-122.230316,Kitava (Temescal),1
37.760764975,-122.243740065,Kitava (Temescal),7
37.760833958,-122.229416063,Kitava (Temescal),5
37.760951975,-122.252500076,Kitava (Temescal),2
37.760995,-122.237185,Kitava (Temescal),5
37.76106,-122.24905,Kitava (Temescal),1
37.761116,-122.197136,Kitava (Temescal),1
37.761415,-122.133339,Kitava (Temescal),1
37.761494,-122.23161,Kitava (Temescal),1
37.761851982,-122.247795062,Kitava (Temescal),1
37.76191,-122.258202,Kitava (Temescal),13
37.762011,-122.167246,Kitava (Temescal),1
37.762035,-122.24865,Kitava (Temescal),1
37.762209973,-122.271250058,Kitava (Temescal),14
37.76228,-122.161925,Kitava (Temescal),1
37.762393998,-122.239480047,Kitava (Temescal),2
37.762533,-122.231645,Kitava (Temescal),6
37.76274,-122.26916,Kitava (Temescal),1
37.762806,-122.246925,Kitava (Temescal),3
37.762836,-122.176518,Kitava (Temescal),3
37.762841,-122.176518,Kitava (Temescal),3
37.763059982,-122.269580048,Kitava (Temescal),1
37.763262,-122.191263,Kitava (Temescal),2
37.763347984,-122.230909048,Kitava (Temescal),4
37.76338,-122.1279,Kitava (Temescal),1
37.7634,-122.1603,Kitava (Temescal),2
37.76342799,-122.253890047,Kitava (Temescal),1
37.763454,-122.246735,Kitava (Temescal),1
37.763523,-122.25383,Kitava (Temescal),2
37.763688,-122.243808,Kitava (Temescal),2
37.763722,-122.179354,Kitava (Temescal),3
37.764002,-122.249736,Kitava (Temescal),4
37.76402,-122.27072,Kitava (Temescal),3
37.76403,-122.24429,Kitava (Temescal),1
37.764121969,-122.270905059,Kitava (Temescal),2
37.764164,-122.24979,Kitava (Temescal),3
37.764285961,-122.254060032,Kitava (Temescal),29
37.764289,-122.270211,Kitava (Temescal),5
37.76436,-122.236694,Kitava (Temescal),1
37.764778,-122.163062,Kitava (Temescal),2
37.76483,-122.2619,Kitava (Temescal),1
37.764865,-122.249204,Kitava (Temescal),16
37.76488,-122.26105,Kitava (Temescal),3
37.764908,-122.261029,Kitava (Temescal),5
37.76497,-122.1639,Kitava (Temescal),4
37.765,-122.27008,Kitava (Temescal),1
37.76565,-122.26129,Kitava (Temescal),3
37.76574,-122.253685,Kitava (Temescal),1
37.76624,-122.25737,Kitava (Temescal),1
37.76627,-122.250404013,Kitava (Temescal),1
37.766444,-122.250199,Kitava (Temescal),1
37.76679,-122.24635,Kitava (Temescal),1
37.766961,-122.166488,Kitava (Temescal),1
37.767038,-122.26271,Kitava (Temescal),14
37.767079,-122.129871,Kitava (Temescal),1
37.76734,-122.24955,Kitava (Temescal),1
37.767555,-122.25541,Kitava (Temescal),1
37.767624,-122.24322,Kitava (Temescal),1
37.767688,-122.188474,Kitava (Temescal),2
37.768151,-122.249329,Kitava (Temescal),1
37.76825,-122.18479,Kitava (Temescal),1
37.768319962,-122.249690043,Kitava (Temescal),4
37.768326,-122.28616,Kitava (Temescal),1
37.768374,-122.263782,Kitava (Temescal),1
37.76839,-122.182136,Kitava (Temescal),6
37.768601,-122.280179,Kitava (Temescal),1
37.768632,-122.157423,Kitava (Temescal),1
37.76864,-122.16711,Kitava (Albany),1
37.768979,-122.165854,Kitava (Temescal),1
37.768982,-122.165855,Kitava (Temescal),2
37.769141975,-122.175490083,Kitava (Temescal),2
37.769184178,-122.215914661,Kitava (Temescal),1
37.769197,-122.270832,Kitava (Temescal),1
37.769209,-122.268576,Kitava (Temescal),1
37.769234,-122.267232,Kitava (Temescal),1
37.769241,-122.285705,Kitava (Temescal),6
37.769344,-122.183525,Kitava (Temescal),1
37.769485,-122.259598,Kitava (Temescal),12
37.76949,-122.244909,Kitava (Temescal),10
37.769599962,-122.159096003,Kitava (Temescal),1
37.769651,-122.284242,Kitava (Temescal),7
37.76973,-122.209854,Kitava (Temescal),1
37.769845,-122.168456,Kitava (Temescal),4
37.769939974,-122.211760003,Kitava (Temescal),1
37.769954,-122.205902,Kitava (Temescal),1
37.76997,-122.2593,Kitava (Temescal),4
37.769978,-122.188545,Kitava (Temescal),1
37.770058,-122.15828,Kitava (Temescal),2
37.770071,-122.181816,Kitava (Temescal),7
37.770096,-122.21663,Kitava (Temescal),2
37.770137996,-122.216680013,Kitava (Temescal),1
37.770145,-122.244514,Kitava (Temescal),2
37.770287,-122.157612,Kitava (Temescal),2
37.770355,-122.199394,Kitava (Albany),1
37.770355,-122.199394,Kitava (Temescal),1
37.770373989,-122.238815026,Kitava (Temescal),6
37.770529,-122.259549,Kitava (Temescal),2
37.77058,-122.168828,Kitava (Temescal),1
37.77061,-122.28581,Kitava (Temescal),1
37.770614969,-122.257286059,Kitava (Temescal),1
37.770633,-122.28126,Kitava (Temescal),2
37.77066,-122.26202,Kitava (Temescal),1
37.770673,-122.268834,Kitava (Temescal),1
37.770725,-122.17976,Kitava (Temescal),1
37.770763,-122.2525,Kitava (Temescal),2
37.77097,-122.195206,Kitava (Temescal),1
37.770976983,-122.230930002,Kitava (Temescal),3
37.771049989,-122.269760007,Kitava (Temescal),1
37.77105,-122.25807,Kitava (Temescal),1
37.771056988,-122.258050069,Kitava (Temescal),1
37.771194,-122.230934,Kitava (Temescal),14
37.771218,-122.23336,Kitava (Temescal),1
37.771286,-122.18713,Kitava (Temescal),1
37.771324,-122.26323,Kitava (Temescal),2
37.771355,-122.26664,Kitava (Temescal),5
37.771359994,-122.268890049,Kitava (Temescal),1
37.771511,-122.234051,Kitava (Temescal),6
37.77159,-122.23319,Kitava (Temescal),1
37.771606,-122.154434,Kitava (Albany),1
37.771606,-122.154434,Kitava (Temescal),1
37.771635,-122.207361,Kitava (Temescal),1
37.771709,-122.272957,Kitava (Temescal),8
37.771711,-122.135821,Kitava (Temescal),1
37.771885,-122.169984,Kitava (Temescal),1
37.771983,-122.165614,Kitava (Temescal),2
37.772012,-122.171722,Kitava (Temescal),7
37.772041,-122.254017,Kitava (Temescal),2
37.772117,-122.23418,Kitava (Albany),2
37.772117,-122.23418,Kitava (Temescal),1
37.772133,-122.12929,Kitava (Temescal),2
37.772143995,-122.273706039,Kitava (Temescal),2
37.772315992,-122.266630037,Kitava (Temescal),1
37.77233,-122.23511,Kitava (Temescal),1
37.772349981,-122.230350059,Kitava (Temescal),1
37.77235,-122.16723,Kitava (Temescal),2
37.772354,-122.26898,Kitava (Temescal),1
37.77243,-122.256947,Kitava (Temescal),1
37.77259,-122.18721,Kitava (Temescal),1
37.772629978,-122.152240025,Kitava (Temescal),9
37.772678,-122.187995,Kitava (Temescal),1
37.772696991,-122.258440079,Kitava (Temescal),1
37.772709983,-122.146950038,Kitava (Temescal),1
37.772937971,-122.147990065,Kitava (Temescal),2
37.772975983,-122.268830035,Kitava (Temescal),2
37.773195,-122.20827,Kitava (Temescal),16
37.773197,-122.208267,Kitava (Temescal),2
37.773277,-122.22122,Kitava (Temescal),1
37.773304,-122.21126,Kitava (Temescal),1
37.7734,-122.19935,Kitava (Temescal),1
37.773598,-122.250534,Kitava (Temescal),1
37.77373,-122.165615,Kitava (Temescal),1
37.773887,-122.171708,Kitava (Temescal),1
37.773983,-122.26225,Kitava (Temescal),1
37.774063,-122.262245,Kitava (Temescal),3
37.774079,-122.175355,Kitava (Temescal),2
37.774084,-122.175357,Kitava (Temescal),5
37.774171,-122.256743,Kitava (Temescal),1
37.774186,-122.162557,Kitava (Temescal),1
37.774193,-122.192327,Kitava (Temescal),1
37.774356985,-122.285070056,Kitava (Temescal),1
37.774362,-122.195356,Kitava (Temescal),1
37.774421,-122.247217,Kitava (Temescal),1
37.774495,-122.195488,Kitava (Temescal),4
37.774582,-122.148994,Kitava (Temescal),2
37.774736,-122.288923,Kitava (Temescal),1
37.774751983,-122.247549053,Kitava (Temescal),2
37.774784,-122.25777,Kitava (Temescal),3
37.774857,-122.261271,Kitava (Temescal),4
37.77493,-122.221976,Kitava (Temescal),1
37.774944,-122.216194,Kitava (Temescal),1
37.774955998,-122.274414059,Kitava (Temescal),1
37.774987,-122.286011,Kitava (Temescal),2
37.775016,-122.174809,Kitava (Temescal),3
37.775036,-122.2584,Kitava (Temescal),2
37.775089,-122.18978,Kitava (Temescal),10
37.775103173,-122.223018868,Kitava (Temescal),1
37.77515,-122.20062,Kitava (Temescal),1
37.775171,-122.283883,Kitava (Temescal),1
37.775173,-122.187965,Kitava (Temescal),5
37.775212,-122.256076,Kitava (Temescal),2
37.77525,-122.165504,Kitava (Temescal),4
37.775529991,-122.239340069,Kitava (Temescal),1
37.775593,-122.1723,Kitava (Temescal),17
37.7756,-122.23938,Kitava (Temescal),8
37.775636,-122.195827,Kitava (Temescal),2
37.775646,-122.170726,Kitava (Temescal),1
37.775658,-122.25202,Kitava (Temescal),1
37.775677,-122.17243,Kitava (Temescal),1
37.775703,-122.19768,Kitava (Temescal),1
37.77578698,-122.206494072,Kitava (Temescal),2
37.775815,-122.265395,Kitava (Temescal),1
37.775874,-122.193787,Kitava (Temescal),1
37.776038,-122.193942,Kitava (Temescal),3
37.776058,-122.2319309,Kitava (Temescal),1
37.77606,-122.20203,Kitava (Temescal),2
37.776104,-122.18837,Kitava (Temescal),2
37.776109977,-122.251240024,Kitava (Temescal),3
37.776155,-122.169792,Kitava (Temescal),1
37.776165,-122.16924,Kitava (Temescal),2
37.776205,-122.198802,Kitava (Temescal),3
37.776229964,-122.18162002,Kitava (Temescal),1
37.77628,-122.208046,Kitava (Temescal),1
37.776345,-122.290493,Kitava (Temescal),1
37.776425974,-122.275644019,Kitava (Temescal),1
37.776502,-122.17036,Kitava (Temescal),1
37.776577,-122.18223,Kitava (Temescal),4
37.776627,-122.17956,Kitava (Temescal),3
37.776747,-122.187485,Kitava (Temescal),2
37.776749,-122.28243,Kitava (Temescal),1
37.776804,-122.170444,Kitava (Temescal),1
37.776809,-122.17043,Kitava (Temescal),4
37.776896995,-122.260720041,Kitava (Temescal),8
37.776989993,-122.172310073,Kitava (Temescal),1
37.777004,-122.2709,Kitava (Temescal),1
37.77701,-122.281,Kitava (Temescal),3
37.777068,-122.211986,Kitava (Temescal),1
37.777069998,-122.211980028,Kitava (Temescal),1
37.777101,-122.260712,Kitava (Temescal),1
37.77711,-122.19217,Kitava (Temescal),1
37.777122,-122.235886,Kitava (Temescal),1
37.777176,-122.257896,Kitava (Temescal),3
37.777206,-122.17836,Kitava (Temescal),1
37.777218,-122.26068,Kitava (Temescal),1
37.777229967,-122.223830028,Kitava (Temescal),1
37.77727,-122.193205,Kitava (Temescal),1
37.777273,-122.266135,Kitava (Temescal),2
37.7772863,-122.2626028,Kitava (Temescal),2
37.777293,-122.19036,Kitava (Temescal),1
37.777298,-122.25833,Kitava (Temescal),1
37.777473,-122.209286,Kitava (Temescal),1
37.777611,-122.196961,Kitava (Temescal),5
37.777619977,-122.164360005,Kitava (Temescal),1
37.777627,-122.205921,Kitava (Temescal),2
37.77768,-122.179953,Kitava (Temescal),3
37.777694,-122.192604,Kitava (Temescal),1
37.7777,-122.196884,Kitava (Temescal),1
37.777714,-122.279,Kitava (Temescal),10
37.77772,-122.19267,Kitava (Temescal),2
37.777792,-122.141228,Kitava (Temescal),2
37.777863,-122.181243,Kitava (Temescal),1
37.777891,-122.210917,Kitava (Temescal),4
37.77793,-122.17917,Kitava (Temescal),1
37.77799,-122.279149,Kitava (Temescal),1
37.778,-122.19854,Kitava (Temescal),7
37.778042,-122.204964,Kitava (Temescal),2
37.778084,-122.22597,Kitava (Temescal),2
37.778107,-122.211287,Kitava (Temescal),1
37.778159981,-122.233110052,Kitava (Temescal),7
37.778217,-122.181536,Kitava (Temescal),1
37.7783699,-122.1756929,Kitava (Temescal),1
37.778459,-122.208355,Kitava (Temescal),1
37.778465,-122.208354,Kitava (Temescal),1
37.77854,-122.19645,Kitava (Temescal),1
37.77856,-122.19368,Kitava (Temescal),1
37.77864,-122.199616,Kitava (Temescal),1
37.77865,-122.17279,Kitava (Temescal),4
37.778673,-122.136547,Kitava (Temescal),4
37.778679994,-122.215170013,Kitava (Temescal),14
37.77875,-122.193855,Kitava (Temescal),1
37.778752,-122.197896,Kitava (Temescal),2
37.778755,-122.21378,Kitava (Temescal),1
37.77876,-122.222626,Kitava (Temescal),1
37.77877,-122.13829,Kitava (Temescal),4
37.778786,-122.18782,Kitava (Temescal),1
37.778852,-122.220298,Kitava (Temescal),1
37.778898,-122.271703,Kitava (Temescal),1
37.778992,-122.214961,Kitava (Temescal),8
37.779055,-122.165223,Kitava (Temescal),1
37.779107,-122.174154,Kitava (Albany),1
37.77935,-122.166839,Kitava (Temescal),2
37.779385,-122.19422,Kitava (Temescal),1
37.779412,-122.166669,Kitava (Temescal),6
37.7795127,-122.1650144,Kitava (Temescal),1
37.779568,-122.190318,Kitava (Temescal),1
37.779602,-122.162668,Kitava (Temescal),1
37.779741,-122.164501,Kitava (Temescal),6
37.779797,-122.198392,Kitava (Temescal),1
37.78003,-122.16427,Kitava (Temescal),2
37.780042,-122.162412,Kitava (Temescal),8
37.780178,-122.22546,Kitava (Temescal),1
37.780186,-122.292304,Kitava (Temescal),1
37.780273,-122.261861,Kitava (Temescal),1
37.780292,-122.200603,Kitava (Temescal),11
37.780331,-122.283088,Kitava (Temescal),3
37.780352,-122.274386,Kitava (Temescal),1
37.78068,-122.295940043,Kitava (Temescal),4
37.7807,-122.2959,Kitava (Temescal),1
37.780746,-122.26395,Kitava (Temescal),2
37.780861,-122.261774,Kitava (Temescal),1
37.780876,-122.26175,Kitava (Temescal),2
37.780876,-122.19953,Kitava (Temescal),1
37.780983,-122.28583,Kitava (Temescal),1
37.781028,-122.194132,Kitava (Temescal),3
37.781033,-122.28982,Kitava (Temescal),1
37.78117,-122.231765,Kitava (Temescal),2
37.781193,-122.21893,Kitava (Temescal),1
37.781198,-122.143349,Kitava (Temescal),6
37.78123,-122.172601,Kitava (Temescal),1
37.781241965,-122.231760062,Kitava (Temescal),1
37.781269,-122.203024,Kitava (Temescal),1
37.781307,-122.263824,Kitava (Temescal),1
37.78139,-122.242226,Kitava (Temescal),4
37.781466977,-122.237960072,Kitava (Temescal),3
37.781467,-122.211845,Kitava (Temescal),1
37.781525,-122.287784,Kitava (Temescal),1
37.78158,-122.200853,Kitava (Temescal),1
37.78168499,-122.301025009,Kitava (Temescal),1
37.781877,-122.188439,Kitava (Temescal),1
37.781886763,-122.207388754,Kitava (Temescal),1
37.781886994,-122.264786018,Kitava (Temescal),1
37.781891,-122.192626,Kitava (Temescal),2
37.78198,-122.26537,Kitava (Temescal),2
37.781992,-122.189924,Kitava (Temescal),1
37.782063,-122.28534,Kitava (Temescal),1
37.782219,-122.218265,Kitava (Temescal),2
37.782253,-122.196175,Kitava (Temescal),1
37.78233,-122.24123,Kitava (Temescal),4
37.782361,-122.309987,Kitava (Temescal),3
37.782419999,-122.19279008,Kitava (Temescal),4
37.782468,-122.26835,Kitava (Temescal),2
37.78269,-122.28924,Kitava (Temescal),3
37.782769985,-122.213936029,Kitava (Temescal),1
37.78277,-122.19996,Kitava (Temescal),1
37.78299,-122.192538,Kitava (Temescal),8
37.783126971,-122.231110046,Kitava (Temescal),1
37.783298,-122.193231,Kitava (Temescal),1
37.783314977,-122.298724009,Kitava (Temescal),1
37.783719,-122.210336,Kitava (Temescal),1
37.783738,-122.193043,Kitava (Albany),1
37.783738,-122.193043,Kitava (Temescal),3
37.78374,-122.21187,Kitava (Temescal),5
37.783765,-122.173668,Kitava (Temescal),6
37.78399,-122.28977,Kitava (Temescal),1
37.784035,-122.23226,Kitava (Temescal),1
37.784099984,-122.244430063,Kitava (Temescal),1
37.784116,-122.284868,Kitava (Temescal),8
37.784242,-122.205154,Kitava (Albany),2
37.784242,-122.205154,Kitava (Temescal),10
37.784283342,-122.301808561,Kitava (Temescal),1
37.784294,-122.20782,Kitava (Temescal),1
37.784466,-122.27444,Kitava (Temescal),1
37.784523,-122.30152,Kitava (Temescal),2
37.78459,-122.206375,Kitava (Temescal),1
37.784597,-122.214518,Kitava (Temescal),1
37.784743966,-122.202580059,Kitava (Temescal),1
37.784782,-122.21291,Kitava (Temescal),1
37.784836,-122.21988,Kitava (Temescal),2
37.785057,-122.214226,Kitava (Temescal),7
37.785113985,-122.23961005,Kitava (Temescal),19
37.785139969,-122.215546025,Kitava (Temescal),1
37.785219974,-122.17542001,Kitava (Temescal),1
37.785294,-122.208275,Kitava (Temescal),6
37.78556,-122.27355,Kitava (Temescal),1
37.78564,-122.22086,Kitava (Temescal),3
37.785665,-122.186768,Kitava (Temescal),2
37.785669998,-122.270210031,Kitava (Temescal),4
37.785778,-122.18353,Kitava (Temescal),1
37.785883,-122.216448,Kitava (Temescal),3
37.785902973,-122.246659063,Kitava (Temescal),1
37.785903,-122.216447,Kitava (Temescal),1
37.78603,-122.24653,Kitava (Temescal),1
37.78609999,-122.281075073,Kitava (Temescal),1
37.786236,-122.27277,Kitava (Temescal),5
37.78653,-122.215017,Kitava (Temescal),5
37.786551,-122.277552,Kitava (Temescal),1
37.786589,-122.230701,Kitava (Temescal),5
37.786745,-122.197979,Kitava (Temescal),1
37.786763,-122.187343,Kitava (Temescal),1
37.78686,-122.20572,Kitava (Temescal),1
37.786987,-122.181914,Kitava (Temescal),1
37.787006,-122.18197,Kitava (Temescal),2
37.7870491,-122.1818447,Kitava (Temescal),3
37.787094,-122.21527,Kitava (Temescal),1
37.78717,-122.25698,Kitava (Temescal),1
37.787173963,-122.256980035,Kitava (Temescal),3
37.787247,-122.28668,Kitava (Temescal),8
37.787268972,-122.257983014,Kitava (Temescal),1
37.787286,-122.205272,Kitava (Temescal),5
37.787356982,-122.286710059,Kitava (Temescal),3
37.78744,-122.21892,Kitava (Temescal),5
37.787642973,-122.259510029,Kitava (Temescal),5
37.787694675,-122.256017989,Kitava (Temescal),1
37.787695,-122.207538,Kitava (Temescal),1
37.787722,-122.256859,Kitava (Temescal),6
37.787837,-122.183362,Kitava (Temescal),1
37.787876,-122.19065,Kitava (Albany),1
37.787876,-122.19065,Kitava (Temescal),1
37.78791,-122.240974,Kitava (Temescal),2
37.78792,-122.20658,Kitava (Temescal),1
37.787927,-122.190086,Kitava (Temescal),1
37.78795,-122.256546,Kitava (Temescal),1
37.788094,-122.20828,Kitava (Temescal),16
37.78813,-122.18904,Kitava (Temescal),1
37.788149994,-122.208330045,Kitava (Temescal),5
37.788199992,-122.25251005,Kitava (Temescal),1
37.788315,-122.19351,Kitava (Temescal),2
37.788407,-122.21122,Kitava (Temescal),1
37.788416,-122.205653,Kitava (Temescal),9
37.788419975,-122.275040019,Kitava (Temescal),1
37.788482965,-122.201030077,Kitava (Temescal),1
37.788529987,-122.19624904,Kitava (Temescal),2
37.788653,-122.144871,Kitava (Temescal),3
37.788685,-122.218094,Kitava (Temescal),2
37.788701,-122.21806,Kitava (Temescal),6
37.788727,-122.20269,Kitava (Temescal),8
37.78875,-122.20264,Kitava (Temescal),1
37.788795,-122.18269,Kitava (Temescal),2
37.788935,-122.189641,Kitava (Temescal),2
37.788966,-122.256466,Kitava (Temescal),1
37.789036,-122.21267,Kitava (Temescal),1
37.789162,-122.201135,Kitava (Temescal),3
37.789238,-122.18025,Kitava (Temescal),1
37.78942,-122.2074,Kitava (Temescal),1
37.7895266,-122.2477523,Kitava (Temescal),1
37.789544,-122.21381,Kitava (Temescal),14
37.789581,-122.247662,Kitava (Temescal),1
37.789658,-122.206598,Kitava (Temescal),3
37.78982,-122.225525,Kitava (Temescal),8
37.78984,-122.14616,Kitava (Temescal),1
37.789842,-122.202197,Kitava (Temescal),2
37.789973,-122.187573,Kitava (Temescal),8
37.79000998,-122.192720007,Kitava (Temescal),1
37.790035,-122.208447,Kitava (Temescal),3
37.790116,-122.147639,Kitava (Temescal),3
37.790123,-122.21849,Kitava (Temescal),2
37.790245,-122.189636,Kitava (Temescal),1
37.790262,-122.192992,Kitava (Temescal),2
37.79033,-122.24594,Kitava (Temescal),1
